time;PV2;PV5;PV6;PV8;Hydro3;lv_rural3;lv_semiurb4;lv_semiurb5;lv_urban6
02.01.2016 15:30;0;0;0;0;0.726744;0;0;0;0
02.01.2016 15:45;0;0;0;0;0.764535;0;0;0;0
02.01.2016 16:00;0;0;0;0;0.732558;0;0;0;0
02.01.2016 16:15;0;0;0;0;0.758721;0;0;0;0
02.01.2016 16:30;0;0;0;0;0.752907;0;0;0;0
02.01.2016 16:45;0;0;0;0;0.744186;0;0;0;0
02.01.2016 17:00;0;0;0;0;0.744186;0;0;0;0
02.01.2016 17:15;0;0;0;0;0.770349;0;0;0;0
02.01.2016 17:30;0;0;0;0;0.718023;0;0;0;0
02.01.2016 17:45;0;0;0;0;0.752907;0;0;0;0
02.01.2016 18:00;0;0;0;0;0.747093;0;0;0;0
02.01.2016 18:15;0;0;0;0;0.741279;0;0;0;0
02.01.2016 18:30;0;0;0;0;0.741279;0;0;0;0
02.01.2016 18:45;0;0;0;0;0.732558;0;0;0;0
02.01.2016 19:00;0;0;0;0;0.735465;0;0;0;0
02.01.2016 19:15;0;0;0;0;0.761628;0;0;0;0
02.01.2016 19:30;0;0;0;0;0.703488;0;0;0;0
02.01.2016 19:45;0;0;0;0;0.732558;0;0;0;0
02.01.2016 20:00;0;0;0;0;0.729651;0;0;0;0
02.01.2016 20:15;0;0;0;0;0.729651;0;0;0;0
02.01.2016 20:30;0;0;0;0;0.729651;0;0;0;0
02.01.2016 20:45;0;0;0;0;0.723837;0;0;0;0
02.01.2016 21:00;0;0;0;0;0.72093;0;0;0;0
02.01.2016 21:15;0;0;0;0;0.758721;0;0;0;0
02.01.2016 21:30;0;0;0;0;0.706395;0;0;0;0
02.01.2016 21:45;0;0;0;0;0.735465;0;0;0;0
02.01.2016 22:00;0;0;0;0;0.703488;0;0;0;0
02.01.2016 22:15;0;0;0;0;0.726744;0;0;0;0
02.01.2016 22:30;0;0;0;0;0.72093;0;0;0;0
02.01.2016 22:45;0;0;0;0;0.72093;0;0;0;0
02.01.2016 23:00;0;0;0;0;0.72093;0;0;0;0
02.01.2016 23:15;0;0;0;0;0.741279;0;0;0;0
02.01.2016 23:30;0;0;0;0;0.69186;0;0;0;0
02.01.2016 23:45;0;0;0;0;0.715116;0;0;0;0
03.01.2016 00:00;0;0;0;0;0.712209;0;0;0;0
03.01.2016 00:15;0;0;0;0;0.703488;0;0;0;0
03.01.2016 00:30;0;0;0;0;0.703488;0;0;0;0
03.01.2016 00:45;0;0;0;0;0.700581;0;0;0;0
03.01.2016 01:00;0;0;0;0;0.700581;0;0;0;0
03.01.2016 01:15;0;0;0;0;0.718023;0;0;0;0
03.01.2016 01:30;0;0;0;0;0.677326;0;0;0;0
03.01.2016 01:45;0;0;0;0;0.700581;0;0;0;0
03.01.2016 02:00;0;0;0;0;0.697674;0;0;0;0
03.01.2016 02:15;0;0;0;0;0.69186;0;0;0;0
03.01.2016 02:30;0;0;0;0;0.697674;0;0;0;0
03.01.2016 02:45;0;0;0;0;0.700581;0;0;0;0
03.01.2016 03:00;0;0;0;0;0.69186;0;0;0;0
03.01.2016 03:15;0;0;0;0;0.715116;0;0;0;0
03.01.2016 03:30;0;0;0;0;0.668605;0;0;0;0
03.01.2016 03:45;0;0;0;0;0.703488;0;0;0;0
03.01.2016 04:00;0;0;0;0;0.674419;0;0;0;0
03.01.2016 04:15;0;0;0;0;0.697674;0;0;0;0
03.01.2016 04:30;0;0;0;0;0.688953;0;0;0;0
03.01.2016 04:45;0;0;0;0;0.69186;0;0;0;0
03.01.2016 05:00;0;0;0;0;0.688953;0;0;0;0
03.01.2016 05:15;0;0;0;0;0.709302;0;0;0;0
03.01.2016 05:30;0;0;0;0;0.665698;0;0;0;0
03.01.2016 05:45;0;0;0;0;0.69186;0;0;0;0
03.01.2016 06:00;0;0;0;0;0.688953;0;0;0;0
03.01.2016 06:15;0;0;0;0;0.68314;0;0;0;0
03.01.2016 06:30;0;0;0;0;0.68314;0;0;0;0
03.01.2016 06:45;0;0;0;0;0.68314;0;0;0;0
03.01.2016 07:00;0;0;0;0;0.68314;0;0;0;0
03.01.2016 07:15;0;0;0;0;0.712209;0.006152;0;0;0
03.01.2016 07:30;0;0;0;0;0.665698;0.012304;0;0;0
03.01.2016 07:45;0;0;0;0;0.697674;0.018456;0;0;0
03.01.2016 08:00;0;0;0;0;0.686047;0.024608;0;0;0
03.01.2016 08:15;0.0174531;0.0235731;0.0233198;0.0141378;0.686047;0.043104;0.023573;0.021167;0.021117
03.01.2016 08:30;0.0349061;0.0471462;0.0466396;0.0282756;0.680233;0.0616;0.047146;0.042333;0.042233
03.01.2016 08:45;0.0523592;0.0707193;0.0699594;0.0424135;0.677326;0.080096;0.070719;0.0635;0.06335
03.01.2016 09:00;0.0698123;0.0942924;0.0932792;0.0565513;0.680233;0.098592;0.094292;0.084666;0.084467
03.01.2016 09:15;0.0523592;0.0877457;0.085117;0.0559092;0.697674;0.09367;0.087746;0.075906;0.076981
03.01.2016 09:30;0.0349061;0.081199;0.0769548;0.0552672;0.65407;0.088749;0.081199;0.067146;0.069495
03.01.2016 09:45;0.0174531;0.0746523;0.0687926;0.0546251;0.68314;0.083828;0.074652;0.058385;0.06201
03.01.2016 10:00;0;0.0681057;0.0606304;0.0539831;0.659884;0.078906;0.068106;0.049625;0.054524
03.01.2016 10:15;0;0.0510792;0.0454728;0.0404873;0.843023;0.074674;0.051079;0.037219;0.040893
03.01.2016 10:30;0;0.0340528;0.0303152;0.0269915;0.90407;0.070442;0.034053;0.024812;0.027262
03.01.2016 10:45;0;0.0170264;0.0151576;0.0134958;0.892442;0.06621;0.017026;0.012406;0.013631
03.01.2016 11:00;0;0;0;0;0.883721;0.061977;0;0;0
03.01.2016 11:15;0;0;0;0;0.880814;0.046483;0;0;0
03.01.2016 11:30;0;0;0;0;0.886628;0.030989;0;0;0
03.01.2016 11:45;0;0;0;0;0.883721;0.015494;0;0;0
03.01.2016 12:00;0;0;0;0;0.880814;0;0;0;0
03.01.2016 12:15;0;0;0;0;0.877907;0;0;0;0
03.01.2016 12:30;0;0;0;0;0.877907;0;0;0;0
03.01.2016 12:45;0;0;0;0;0.875;0;0;0;0
03.01.2016 13:00;0;0;0;0;0.875;0;0;0;0
03.01.2016 13:15;0;0;0;0;0.875;0;0;0;0
03.01.2016 13:30;0;0;0;0;0.886628;0;0;0;0
03.01.2016 13:45;0;0;0;0;0.880814;0;0;0;0
03.01.2016 14:00;0;0;0;0;0.880814;0;0;0;0
03.01.2016 14:15;0;0;0;0;0.880814;0;0;0;0
03.01.2016 14:30;0;0;0;0;0.877907;0;0;0;0
03.01.2016 14:45;0;0;0;0;0.877907;0;0;0;0
03.01.2016 15:00;0;0;0;0;0.875;0;0;0;0
03.01.2016 15:15;0;0;0;0;0.875;0;0;0;0
03.01.2016 15:30;0;0;0;0;0.889535;0;0;0;0
03.01.2016 15:45;0;0;0;0;0.875;0;0;0;0
03.01.2016 16:00;0;0;0;0;0.909884;0;0;0;0
03.01.2016 16:15;0;0;0;0;0.909884;0;0;0;0
03.01.2016 16:30;0;0;0;0;0.906977;0;0;0;0
03.01.2016 16:45;0;0;0;0;0.901163;0;0;0;0
03.01.2016 17:00;0;0;0;0;0.901163;0;0;0;0
03.01.2016 17:15;0;0;0;0;0.898256;0;0;0;0
03.01.2016 17:30;0;0;0;0;0.906977;0;0;0;0
03.01.2016 17:45;0;0;0;0;0.90407;0;0;0;0
03.01.2016 18:00;0;0;0;0;0.901163;0;0;0;0
03.01.2016 18:15;0;0;0;0;0.898256;0;0;0;0
03.01.2016 18:30;0;0;0;0;0.901163;0;0;0;0
03.01.2016 18:45;0;0;0;0;0.898256;0;0;0;0
03.01.2016 19:00;0;0;0;0;0.895349;0;0;0;0
03.01.2016 19:15;0;0;0;0;0.895349;0;0;0;0
03.01.2016 19:30;0;0;0;0;0.909884;0;0;0;0
03.01.2016 19:45;0;0;0;0;0.901163;0;0;0;0
03.01.2016 20:00;0;0;0;0;0.901163;0;0;0;0
03.01.2016 20:15;0;0;0;0;0.898256;0;0;0;0
03.01.2016 20:30;0;0;0;0;0.895349;0;0;0;0
03.01.2016 20:45;0;0;0;0;0.898256;0;0;0;0
03.01.2016 21:00;0;0;0;0;0.895349;0;0;0;0
03.01.2016 21:15;0;0;0;0;0.892442;0;0;0;0
03.01.2016 21:30;0;0;0;0;0.901163;0;0;0;0
03.01.2016 21:45;0;0;0;0;0.886628;0;0;0;0
03.01.2016 22:00;0;0;0;0;0.912791;0;0;0;0
03.01.2016 22:15;0;0;0;0;0.912791;0;0;0;0
03.01.2016 22:30;0;0;0;0;0.906977;0;0;0;0
03.01.2016 22:45;0;0;0;0;0.906977;0;0;0;0
03.01.2016 23:00;0;0;0;0;0.90407;0;0;0;0
03.01.2016 23:15;0;0;0;0;0.90407;0;0;0;0
03.01.2016 23:30;0;0;0;0;0.918605;0;0;0;0
03.01.2016 23:45;0;0;0;0;0.909884;0;0;0;0
04.01.2016 00:00;0;0;0;0;0.909884;0;0;0;0
04.01.2016 00:15;0;0;0;0;0.909884;0;0;0;0
04.01.2016 00:30;0;0;0;0;0.90407;0;0;0;0
04.01.2016 00:45;0;0;0;0;0.90407;0;0;0;0
04.01.2016 01:00;0;0;0;0;0.90407;0;0;0;0
04.01.2016 01:15;0;0;0;0;0.898256;0;0;0;0
04.01.2016 01:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 01:45;0;0;0;0;0.906977;0;0;0;0
04.01.2016 02:00;0;0;0;0;0.906977;0;0;0;0
04.01.2016 02:15;0;0;0;0;0.901163;0;0;0;0
04.01.2016 02:30;0;0;0;0;0.90407;0;0;0;0
04.01.2016 02:45;0;0;0;0;0.901163;0;0;0;0
04.01.2016 03:00;0;0;0;0;0.898256;0;0;0;0
04.01.2016 03:15;0;0;0;0;0.898256;0;0;0;0
04.01.2016 03:30;0;0;0;0;0.90407;0;0;0;0
04.01.2016 03:45;0;0;0;0;0.889535;0;0;0;0
04.01.2016 04:00;0;0;0;0;0.915698;0;0;0;0
04.01.2016 04:15;0;0;0;0;0.912791;0;0;0;0
04.01.2016 04:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 04:45;0;0;0;0;0.906977;0;0;0;0
04.01.2016 05:00;0;0;0;0;0.906977;0;0;0;0
04.01.2016 05:15;0;0;0;0;0.901163;0;0;0;0
04.01.2016 05:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 05:45;0;0;0;0;0.909884;0;0;0;0
04.01.2016 06:00;0;0;0;0;0.90407;0;0;0;0
04.01.2016 06:15;0;0;0;0;0.90407;0;0;0;0
04.01.2016 06:30;0;0;0;0;0.90407;0;0;0;0
04.01.2016 06:45;0;0;0;0;0.901163;0;0;0;0
04.01.2016 07:00;0;0;0;0;0.90407;0;0;0;0
04.01.2016 07:15;0;0;0;0;0.895349;0;0;0;0
04.01.2016 07:30;0;0;0;0;0.90407;0;0;0;0
04.01.2016 07:45;0;0;0;0;0.906977;0;0;0;0
04.01.2016 08:00;0;0;0;0;0.901163;0;0;0;0
04.01.2016 08:15;0.062734;0.023166;0.0529349;0.013687;0.901163;0;0.023166;0.034307;0.034689
04.01.2016 08:30;0.125468;0.046332;0.10587;0.0273741;0.901163;0;0.046332;0.068614;0.069378
04.01.2016 08:45;0.188202;0.069498;0.158805;0.0410611;0.901163;0;0.069498;0.102921;0.104067
04.01.2016 09:00;0.250936;0.0926639;0.211739;0.0547482;0.898256;0;0.092664;0.137228;0.138757
04.01.2016 09:15;0.230241;0.0926433;0.212208;0.0588836;0.895349;0.024397;0.092643;0.132631;0.136712
04.01.2016 09:30;0.209547;0.0926226;0.212677;0.063019;0.901163;0.048795;0.092623;0.128035;0.134668
04.01.2016 09:45;0.188853;0.092602;0.213146;0.0671544;0.886628;0.073192;0.092602;0.123438;0.132624
04.01.2016 10:00;0.168158;0.0925813;0.213615;0.0712898;0.915698;0.097589;0.092581;0.118841;0.130579
04.01.2016 10:15;0.149775;0.0863117;0.190396;0.0683673;0.912791;0.110107;0.086312;0.108558;0.118839
04.01.2016 10:30;0.131392;0.0800421;0.167177;0.0654448;0.912791;0.122624;0.080042;0.098275;0.107099
04.01.2016 10:45;0.113009;0.0737724;0.143958;0.0625222;0.909884;0.135142;0.073772;0.087992;0.095358
04.01.2016 11:00;0.094626;0.0675028;0.120739;0.0595997;0.909884;0.147659;0.067503;0.077709;0.083618
04.01.2016 11:15;0.0984785;0.0644721;0.113783;0.0579012;0.906977;0.154334;0.064472;0.076151;0.08074
04.01.2016 11:30;0.102331;0.0614414;0.106827;0.0562028;0.915698;0.161008;0.061441;0.074594;0.077862
04.01.2016 11:45;0.106184;0.0584107;0.0998708;0.0545043;0.909884;0.167682;0.058411;0.073037;0.074984
04.01.2016 12:00;0.110036;0.05538;0.0929148;0.0528058;0.912791;0.174356;0.05538;0.071479;0.072105
04.01.2016 12:15;0.0995107;0.041535;0.0857339;0.0396044;0.909884;0.167583;0.041535;0.059049;0.060536
04.01.2016 12:30;0.0889852;0.02769;0.078553;0.0264029;0.906977;0.16081;0.02769;0.04662;0.048967
04.01.2016 12:45;0.0784597;0.013845;0.0713721;0.0132015;0.906977;0.154037;0.013845;0.03419;0.037397
04.01.2016 13:00;0.0679342;0;0.0641912;0;0.906977;0.147264;0;0.02176;0.025828
04.01.2016 13:15;0.0509506;0.0137394;0.0678989;0.0161828;0.901163;0.156446;0.013739;0.027456;0.033177
04.01.2016 13:30;0.0339671;0.0274788;0.0716065;0.0323655;0.912791;0.165629;0.027479;0.033153;0.040527
04.01.2016 13:45;0.0169835;0.0412182;0.0753141;0.0485483;0.909884;0.174812;0.041218;0.038849;0.047876
04.01.2016 14:00;0;0.0549576;0.0790217;0.0647311;0.906977;0.183995;0.054958;0.044545;0.055225
04.01.2016 14:15;0;0.0412182;0.0592663;0.0485483;0.909884;0.137996;0.041218;0.033409;0.041419
04.01.2016 14:30;0;0.0274788;0.0395109;0.0323655;0.906977;0.091997;0.027479;0.022273;0.027613
04.01.2016 14:45;0;0.0137394;0.0197554;0.0161828;0.90407;0.045999;0.013739;0.011136;0.013806
04.01.2016 15:00;0;0;0;0;0.90407;0;0;0;0
04.01.2016 15:15;0;0;0;0;0.90407;0;0;0;0
04.01.2016 15:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 15:45;0;0;0;0;0.889535;0;0;0;0
04.01.2016 16:00;0;0;0;0;0.918605;0;0;0;0
04.01.2016 16:15;0;0;0;0;0.915698;0;0;0;0
04.01.2016 16:30;0;0;0;0;0.915698;0;0;0;0
04.01.2016 16:45;0;0;0;0;0.915698;0;0;0;0
04.01.2016 17:00;0;0;0;0;0.912791;0;0;0;0
04.01.2016 17:15;0;0;0;0;0.909884;0;0;0;0
04.01.2016 17:30;0;0;0;0;0.915698;0;0;0;0
04.01.2016 17:45;0;0;0;0;0.918605;0;0;0;0
04.01.2016 18:00;0;0;0;0;0.912791;0;0;0;0
04.01.2016 18:15;0;0;0;0;0.915698;0;0;0;0
04.01.2016 18:30;0;0;0;0;0.912791;0;0;0;0
04.01.2016 18:45;0;0;0;0;0.912791;0;0;0;0
04.01.2016 19:00;0;0;0;0;0.912791;0;0;0;0
04.01.2016 19:15;0;0;0;0;0.906977;0;0;0;0
04.01.2016 19:30;0;0;0;0;0.915698;0;0;0;0
04.01.2016 19:45;0;0;0;0;0.912791;0;0;0;0
04.01.2016 20:00;0;0;0;0;0.909884;0;0;0;0
04.01.2016 20:15;0;0;0;0;0.912791;0;0;0;0
04.01.2016 20:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 20:45;0;0;0;0;0.909884;0;0;0;0
04.01.2016 21:00;0;0;0;0;0.909884;0;0;0;0
04.01.2016 21:15;0;0;0;0;0.90407;0;0;0;0
04.01.2016 21:30;0;0;0;0;0.909884;0;0;0;0
04.01.2016 21:45;0;0;0;0;0.889535;0;0;0;0
04.01.2016 22:00;0;0;0;0;0.918605;0;0;0;0
04.01.2016 22:15;0;0;0;0;0.915698;0;0;0;0
04.01.2016 22:30;0;0;0;0;0.915698;0;0;0;0
04.01.2016 22:45;0;0;0;0;0.915698;0;0;0;0
04.01.2016 23:00;0;0;0;0;0.909884;0;0;0;0
04.01.2016 23:15;0;0;0;0;0.909884;0;0;0;0
04.01.2016 23:30;0;0;0;0;0.918605;0;0;0;0
