id;x;y;subnet;voltLvl
coord_172;11.3581;53.6545;MV3.101_Feeder7;5
coord_173;11.3561;53.6568;MV3.101_Feeder7;5
coord_174;11.3529;53.6567;MV3.101_Feeder7;5
coord_175;11.3519;53.6559;MV3.101_Feeder7;5
coord_176;11.3518;53.655;MV3.101_Feeder7;5
coord_177;11.3524;53.6537;MV3.101_Feeder7;5
coord_178;11.3535;53.6521;MV3.101_Feeder7;5
coord_179;11.3521;53.6508;MV3.101_Feeder7;5
coord_180;11.369;53.6451;MV3.101_Feeder8;5
coord_181;11.3683;53.6445;MV3.101_Feeder8;5
coord_182;11.3674;53.6434;MV3.101_Feeder8;5
coord_183;11.3663;53.642;MV3.101_Feeder8;5
coord_184;11.366;53.6416;MV3.101_Feeder8;5
coord_185;11.3654;53.6406;MV3.101_Feeder8;5
coord_186;11.364;53.6384;MV3.101_Feeder8;5
coord_187;11.3632;53.6353;MV3.101_Feeder8;5
coord_188;11.3636;53.634;MV3.101_Feeder8;5
coord_189;11.3633;53.6332;MV3.101_Feeder8;5
coord_190;11.3627;53.6312;MV3.101_Feeder8;5
coord_191;11.3626;53.6303;MV3.101_Feeder8;5
coord_192;11.3627;53.6285;MV3.101_Feeder8;5
coord_193;11.3638;53.6261;MV3.101_Feeder8;5
coord_194;11.366;53.624;MV3.101_Feeder8;5
coord_195;11.3683;53.6236;MV3.101_Feeder8;5
coord_196;11.3714;53.6252;MV3.101_Feeder8;5
coord_197;11.3665;53.6453;MV3.101_Feeder9;5
coord_198;11.3649;53.645;MV3.101_Feeder9;5
coord_199;11.364;53.6448;MV3.101_Feeder9;5
coord_200;11.3619;53.6443;MV3.101_Feeder9;5
coord_201;11.3609;53.6441;MV3.101_Feeder9;5
coord_202;11.3577;53.6437;MV3.101_Feeder9;5
coord_203;11.3558;53.6439;MV3.101_Feeder9;5
coord_204;11.3544;53.6443;MV3.101_Feeder9;5
coord_205;11.3521;53.6461;MV3.101_Feeder9;5
coord_206;11.3511;53.6477;MV3.101_Feeder9;5
coord_207;11.351;53.6494;MV3.101_Feeder9;5
coord_208;11.3686;53.6436;MV3.101_Feeder10;5
coord_209;11.368;53.6417;MV3.101_Feeder10;5
coord_210;11.3669;53.6389;MV3.101_Feeder10;5
coord_211;11.3664;53.637;MV3.101_Feeder10;5
coord_212;11.3661;53.6363;MV3.101_Feeder10;5
coord_213;11.3656;53.6346;MV3.101_Feeder10;5
coord_214;11.3668;53.633;MV3.101_Feeder10;5
coord_215;11.3692;53.6315;MV3.101_Feeder10;5
coord_216;11.3702;53.6321;MV3.101_Feeder10;5
coord_217;11.3724;53.6341;MV3.101_Feeder10;5
coord_218;11.3733;53.6328;MV3.101_Feeder10;5
coord_219;11.3739;53.6306;MV3.101_Feeder10;5
coord_220;11.3739;53.6297;MV3.101_Feeder10;5
coord_221;11.3737;53.6286;MV3.101_Feeder10;5
coord_222;11.3767;53.6438;MV3.101_Feeder11;5
coord_223;11.3783;53.6431;MV3.101_Feeder11;5
coord_224;11.3789;53.6429;MV3.101_Feeder11;5
coord_225;11.381;53.6428;MV3.101_Feeder11;5
coord_226;11.3815;53.6429;MV3.101_Feeder11;5
coord_227;11.3825;53.6434;MV3.101_Feeder11;5
coord_228;11.3752;53.6456;MV3.101_Feeder12;5
coord_229;11.3762;53.6454;MV3.101_Feeder12;5
coord_230;11.3776;53.6454;MV3.101_Feeder12;5
coord_231;11.3798;53.6455;MV3.101_Feeder12;5
coord_232;11.3809;53.6455;MV3.101_Feeder12;5
coord_233;11.3755;53.6467;MV3.101_Feeder13;5
coord_234;11.3773;53.6479;MV3.101_Feeder13;5
coord_235;11.3784;53.6481;MV3.101_Feeder13;5
coord_236;11.3819;53.6481;MV3.101_Feeder13;5
coord_237;11.3833;53.6472;MV3.101_Feeder13;5
coord_238;11.3832;53.6464;MV3.101_Feeder13;5
coord_239;11.3746;53.6469;MV3.101_Feeder14;5
coord_240;11.3748;53.6475;MV3.101_Feeder14;5
coord_241;11.3752;53.6481;MV3.101_Feeder14;5
coord_242;11.3773;53.6499;MV3.101_Feeder14;5
coord_243;11.3779;53.6501;MV3.101_Feeder14;5
coord_244;11.3805;53.6502;MV3.101_Feeder14;5
coord_245;11.3811;53.6501;MV3.101_Feeder14;5
coord_246;11.3833;53.6488;MV3.101_Feeder14;5
coord_247;11.3699;53.6441;MV3.101_LV4.301_Feeder1;5
coord_248;11.3707;53.6425;MV3.101_LV4.302_Feeder1;5
coord_249;11.3708;53.6421;MV3.101_LV6.301_Feeder1;5
coord_250;11.3715;53.6411;MV3.101_LV4.303_Feeder1;5
coord_251;11.3733;53.6409;MV3.101_LV4.304_Feeder1;5
coord_252;11.3767;53.641;MV3.101_LV5.301_Feeder1;5
coord_253;11.3776;53.6415;MV3.101_LV5.302_Feeder1;5
coord_254;11.3784;53.6422;MV3.101_LV6.302_Feeder1;5
coord_255;11.3715;53.6397;MV3.101_LV5.303_Feeder1;5
coord_256;11.3719;53.638;MV3.101_LV4.305_Feeder1;5
coord_257;11.3721;53.6371;MV3.101_LV6.303_Feeder1;5
coord_258;11.3706;53.6454;MV3.101_LV4.306_Feeder2;5
coord_259;11.372;53.6453;MV3.101_LV5.304_Feeder2;5
coord_260;11.3732;53.6454;MV3.101_LV5.305_Feeder2;5
coord_261;11.3738;53.6456;MV3.101_LV4.307_Feeder2;5
coord_262;11.3698;53.6485;MV3.101_LV4.308_Feeder3;5
coord_263;11.3708;53.6505;MV3.101_LV5.306_Feeder3;5
coord_264;11.3724;53.6525;MV3.101_LV4.309_Feeder3;5
coord_265;11.374;53.6538;MV3.101_LV4.310_Feeder3;5
coord_266;11.3751;53.6543;MV3.101_LV4.311_Feeder3;5
coord_267;11.3756;53.6545;MV3.101_LV5.307_Feeder3;5
coord_268;11.3777;53.6544;MV3.101_LV6.304_Feeder3;5
coord_269;11.3794;53.6534;MV3.101_LV4.312_Feeder3;5
coord_270;11.3805;53.6519;MV3.101_LV5.308_Feeder3;5
coord_271;11.3807;53.651;MV3.101_LV6.305_Feeder3;5
coord_272;11.3697;53.6457;MV3.101_LV6.306_Feeder4;5
coord_273;11.3701;53.647;MV3.101_LV6.307_Feeder4;5
coord_274;11.3701;53.6477;MV3.101_LV4.313_Feeder4;5
coord_275;11.372;53.6492;MV3.101_LV4.314_Feeder4;5
coord_276;11.3721;53.6464;MV3.101_LV5.309_Feeder4;5
coord_277;11.3691;53.6462;MV3.101_LV5.310_Feeder5;5
coord_278;11.3688;53.6469;MV3.101_LV5.311_Feeder5;5
coord_279;11.3683;53.6489;MV3.101_LV5.312_Feeder5;5
coord_280;11.3682;53.6511;MV3.101_LV5.313_Feeder5;5
coord_281;11.3682;53.6531;MV3.101_LV4.315_Feeder5;5
coord_282;11.3682;53.6541;MV3.101_LV5.314_Feeder5;5
coord_283;11.3686;53.6572;MV3.101_LV5.315_Feeder5;5
coord_284;11.3687;53.6585;MV3.101_LV5.316_Feeder5;5
coord_285;11.3686;53.6592;MV3.101_LV6.308_Feeder5;5
coord_286;11.3685;53.6598;MV3.101_LV6.309_Feeder5;5
coord_287;11.3687;53.6459;MV3.101_LV5.317_Feeder6;5
coord_288;11.3667;53.648;MV3.101_LV6.310_Feeder6;5
coord_289;11.3656;53.6492;MV3.101_LV6.311_Feeder6;5
coord_290;11.3638;53.6514;MV3.101_LV5.318_Feeder6;5
coord_291;11.3637;53.6544;MV3.101_LV5.319_Feeder6;5
coord_292;11.3634;53.6579;MV3.101_LV6.312_Feeder6;5
coord_293;11.3636;53.6603;MV3.101_LV6.313_Feeder6;5
coord_294;11.3646;53.662;MV3.101_LV6.314_Feeder6;5
coord_295;11.3682;53.6457;MV3.101_LV5.320_Feeder7;5
coord_296;11.3669;53.6465;MV3.101_LV4.316_Feeder7;5
coord_297;11.3641;53.6477;MV3.101_LV6.315_Feeder7;5
coord_298;11.3627;53.6482;MV3.101_LV4.317_Feeder7;5
coord_299;11.3604;53.6489;MV3.101_LV6.316_Feeder7;5
coord_300;11.3578;53.6498;MV3.101_LV5.321_Feeder7;5
coord_301;11.357;53.6504;MV3.101_LV6.317_Feeder7;5
coord_302;11.3561;53.6516;MV3.101_LV6.318_Feeder7;5
coord_303;11.3561;53.6524;MV3.101_LV4.318_Feeder7;5
coord_304;11.3584;53.6531;MV3.101_LV6.319_Feeder7;5
coord_305;11.3581;53.6545;MV3.101_LV6.320_Feeder7;5
coord_306;11.3561;53.6568;MV3.101_LV6.321_Feeder7;5
coord_307;11.3529;53.6567;MV3.101_LV5.322_Feeder7;5
coord_308;11.3519;53.6559;MV3.101_LV5.323_Feeder7;5
coord_309;11.3518;53.655;MV3.101_LV5.324_Feeder7;5
coord_310;11.3524;53.6537;MV3.101_LV4.319_Feeder7;5
coord_311;11.3535;53.6521;MV3.101_LV4.320_Feeder7;5
coord_312;11.3521;53.6508;MV3.101_LV6.322_Feeder7;5
coord_313;11.369;53.6451;MV3.101_LV5.325_Feeder8;5
coord_314;11.3683;53.6445;MV3.101_LV4.321_Feeder8;5
coord_315;11.3674;53.6434;MV3.101_LV4.322_Feeder8;5
coord_316;11.3663;53.642;MV3.101_LV6.323_Feeder8;5
coord_317;11.366;53.6416;MV3.101_LV5.326_Feeder8;5
coord_318;11.3654;53.6406;MV3.101_LV5.327_Feeder8;5
coord_319;11.364;53.6384;MV3.101_LV6.324_Feeder8;5
coord_320;11.3632;53.6353;MV3.101_LV5.328_Feeder8;5
coord_321;11.3636;53.634;MV3.101_LV5.329_Feeder8;5
coord_322;11.3633;53.6332;MV3.101_LV5.330_Feeder8;5
coord_323;11.3627;53.6312;MV3.101_LV6.325_Feeder8;5
coord_324;11.3626;53.6303;MV3.101_LV5.331_Feeder8;5
coord_325;11.3627;53.6285;MV3.101_LV6.326_Feeder8;5
coord_326;11.3638;53.6261;MV3.101_LV5.332_Feeder8;5
coord_327;11.366;53.624;MV3.101_LV4.323_Feeder8;5
coord_328;11.3683;53.6236;MV3.101_LV6.327_Feeder8;5
coord_329;11.3714;53.6252;MV3.101_LV6.328_Feeder8;5
coord_330;11.3665;53.6453;MV3.101_LV6.329_Feeder9;5
coord_331;11.3649;53.645;MV3.101_LV4.324_Feeder9;5
coord_332;11.364;53.6448;MV3.101_LV5.333_Feeder9;5
coord_333;11.3619;53.6443;MV3.101_LV4.325_Feeder9;5
coord_334;11.3609;53.6441;MV3.101_LV5.334_Feeder9;5
coord_335;11.3577;53.6437;MV3.101_LV5.335_Feeder9;5
coord_336;11.3558;53.6439;MV3.101_LV6.330_Feeder9;5
coord_337;11.3544;53.6443;MV3.101_LV5.336_Feeder9;5
coord_338;11.3521;53.6461;MV3.101_LV4.326_Feeder9;5
coord_339;11.3511;53.6477;MV3.101_LV4.327_Feeder9;5
coord_340;11.351;53.6494;MV3.101_LV4.328_Feeder9;5
coord_341;11.3686;53.6436;MV3.101_LV5.337_Feeder10;5
coord_342;11.368;53.6417;MV3.101_LV4.329_Feeder10;5
coord_343;11.3669;53.6389;MV3.101_LV4.330_Feeder10;5
coord_344;11.3664;53.637;MV3.101_LV5.338_Feeder10;5
coord_345;11.3661;53.6363;MV3.101_LV4.331_Feeder10;5
coord_346;11.3656;53.6346;MV3.101_LV5.339_Feeder10;5
coord_347;11.3668;53.633;MV3.101_LV5.340_Feeder10;5
coord_348;11.3692;53.6315;MV3.101_LV5.341_Feeder10;5
coord_349;11.3702;53.6321;MV3.101_LV4.332_Feeder10;5
coord_350;11.3724;53.6341;MV3.101_LV6.331_Feeder10;5
coord_351;11.3733;53.6328;MV3.101_LV5.342_Feeder10;5
coord_352;11.3739;53.6306;MV3.101_LV6.332_Feeder10;5
coord_353;11.3739;53.6297;MV3.101_LV5.343_Feeder10;5
coord_354;11.3737;53.6286;MV3.101_LV5.344_Feeder10;5
coord_355;11.3767;53.6438;MV3.101_LV3.301_Feeder11;5
coord_356;11.3783;53.6431;MV3.101_LV3.302_Feeder11;5
coord_357;11.3789;53.6429;MV3.101_LV3.303_Feeder11;5
coord_358;11.381;53.6428;MV3.101_LV4.333_Feeder11;5
coord_359;11.3815;53.6429;MV3.101_LV5.345_Feeder11;5
coord_360;11.3825;53.6434;MV3.101_LV4.334_Feeder11;5
coord_361;11.3752;53.6456;MV3.101_LV3.304_Feeder12;5
coord_362;11.3762;53.6454;MV3.101_LV5.346_Feeder12;5
coord_363;11.3776;53.6454;MV3.101_LV5.347_Feeder12;5
coord_364;11.3798;53.6455;MV3.101_LV5.348_Feeder12;5
coord_365;11.3809;53.6455;MV3.101_LV4.335_Feeder12;5
coord_366;11.3755;53.6467;MV3.101_LV5.349_Feeder13;5
coord_367;11.3773;53.6479;MV3.101_LV4.336_Feeder13;5
coord_368;11.3784;53.6481;MV3.101_LV3.305_Feeder13;5
coord_369;11.3819;53.6481;MV3.101_LV4.337_Feeder13;5
coord_370;11.3833;53.6472;MV3.101_LV3.306_Feeder13;5
coord_371;11.3832;53.6464;MV3.101_LV5.350_Feeder13;5
coord_372;11.3746;53.6469;MV3.101_LV4.338_Feeder14;5
coord_373;11.3748;53.6475;MV3.101_LV4.339_Feeder14;5
coord_374;11.3752;53.6481;MV3.101_LV3.307_Feeder14;5
coord_375;11.3773;53.6499;MV3.101_LV4.340_Feeder14;5
coord_376;11.3779;53.6501;MV3.101_LV4.341_Feeder14;5
coord_377;11.3805;53.6502;MV3.101_LV3.308_Feeder14;5
coord_378;11.3811;53.6501;MV3.101_LV4.342_Feeder14;5
coord_379;11.3833;53.6488;MV3.101_LV3.309_Feeder14;5
coord_380;11.3715;53.6397;LV5.303;5
